SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Identification & Authentication,Identification & Authentication for Non-Organizational Users ,IAC-03,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) third-party users and processes that provide services to the organization.",,"Does the organization uniquely and centrally Authenticate, Authorize and Audit (AAA) third-party users and processes that provide services to the organization?"
Identification & Authentication,Acceptance of PIV Credentials from Other Organizations ,IAC-03.1,Mechanisms exist to accept and electronically verify Personal Identity Verification (PIV) credentials from third-parties.,,Does the organization accept and electronically verify Personal Identity Verification (PIV) credentials from third-parties?
Identification & Authentication,Acceptance of Third-Party Credentials,IAC-03.2,"Automated mechanisms exist to accept Federal Identity, Credential and Access Management (FICAM)-approved third-party credentials. ",,"Does the organization accept Federal Identity, Credential and Access Management (FICAM)-approved third-party credentials? "
Identification & Authentication,Use of FICAM-Issued Profiles,IAC-03.3,"Mechanisms exist to conform systems to Federal Identity, Credential and Access Management (FICAM)-issued profiles. ",,"Does the organization conform systems to Federal Identity, Credential and Access Management (FICAM)-issued profiles? "
Identification & Authentication,Disassociability,IAC-03.4,"Mechanisms exist to disassociate user attributes or credential assertion relationships among individuals, credential service providers and relying parties.",,"Does the organization disassociate user attributes or credential assertion relationships among individuals, credential service providers and relying parties?"
Identification & Authentication,Acceptance of External Authenticators,IAC-03.5,Mechanisms exist to restrict the use of external authenticators to those that are National Institute of Standards and Technology (NIST)-compliant and maintain a list of accepted external authenticators.,,Does the organization restrict the use of external authenticators to those that are National Institute of Standards and Technology (NIST)-compliant and maintain a list of accepted external authenticators?
Identification & Authentication,Identification & Authentication for Devices,IAC-04,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) devices before establishing a connection using bidirectional authentication that is cryptographically- based and replay resistant.",- Active Directory (AD) Kerberos,"Does the organization uniquely and centrally Authenticate, Authorize and Audit (AAA) devices before establishing a connection using bidirectional authentication that is cryptographically- based and replay resistant?"
Identification & Authentication,Device Attestation,IAC-04.1,Mechanisms exist to ensure device identification and authentication is accurate by centrally-managing the joining of systems to the domain as part of the initial asset configuration management process.,,Does the organization ensure device identification and authentication is accurate by centrally-managing the joining of systems to the domain as part of the initial asset configuration management process?
Identification & Authentication,Identification & Authentication for Third Party Systems & Services,IAC-05,Mechanisms exist to identify and authenticate third-party systems and services.,,Does the organization identify and authenticate third-party systems and services?
Identification & Authentication,Sharing Identification & Authentication Information,IAC-05.1,Mechanisms exist to ensure third-party service providers provide current and accurate information for any third-party user with access to the organization's data or assets.,,Does the organization ensure third-party service providers provide current and accurate information for any third-party user with access to the organization's data or assets?
